# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).																				
# The Matrix table should include non-normalized signal count data and detectip p-value																				
"# Values that should be disregarded may either be left blank or labeled as ""null""."																				
	GSM998606		GSM998607		GSM998608		GSM998609		GSM998610		GSM998611		GSM998612		GSM998613		GSM998614		GSM998615	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	SAMPLE 9	Detection Pval	SAMPLE 10	Detection Pval
ILMN_1810085	192.706	0	146.3745	0	176.32	0	135.8707	0	177.6833	0	285.6479	0	226.3679	0	204.623	0	195.0859	0	238.3221	0
ILMN_1658176	97.14767	0	93.22378	0	77.59924	0.04295302	96.19341	0	89.26751	0	96.51173	0	125.203	0	97.55829	0	107.1008	0	92.14245	0.00406504
ILMN_2262362	62.41044	0.3744966	68.25673	0.3238482	63.43016	0.5342282	63.26536	0.6509434	73.37302	0	74.61461	0.2955466	61.94707	0.7641509	85.55788	0.001349528	74.3658	0.119891	80.66808	0.104336
ILMN_1743638	63.06379	0.347651	58.11914	0.8766938	59.61766	0.7449664	64.72754	0.5377358	56.09108	1	68.98418	0.562753	63.29806	0.6981132	60.23203	0.7408907	64.60772	0.5258856	65.93855	0.6571816
ILMN_2329927	457.6849	0	224.0863	0	178.3285	0	271.2621	0	188.1725	0	578.1282	0	293.921	0	263.7027	0	209.5301	0	172.6565	0
ILMN_1794782	104.4083	0	78.16568	0.03116531	67.63409	0.3100671	86.57301	0	104.3411	0	156.1709	0	147.9108	0	97.76369	0	148.7247	0	101.1012	0
ILMN_1695968	62.85749	0.3557047	75.37004	0.06775068	68.61058	0.2684564	86.72016	0	63.87554	0	68.79428	0.5748988	73.33521	0.1832884	67.7871	0.3414305	60.99816	0.7370572	80.33411	0.1124661
ILMN_1789641	63.49853	0.3315436	68.5431	0.3116531	59.96838	0.7288591	61.92193	0.7291105	62.36575	0	69.24246	0.5560054	59.91079	0.8463612	75.12683	0.08367071	60.26968	0.773842	62.93831	0.7831978
ILMN_1779470	433.1049	0	198.6666	0	172.924	0	142.6395	0	169.5913	0	74.07569	0.317139	111.8045	0	186.0532	0	125.1984	0	269.5961	0
ILMN_1716592	76.24319	0.02684564	77.30492	0.03929539	69.94334	0.2053691	86.85226	0	68.51959	0	89.93019	0.01619433	80.29818	0.05390836	83.92084	0.009446694	89.42905	0	88.10876	0.01761518
ILMN_1680309	62.59564	0.3651007	62.70094	0.6612466	76.26492	0.06442953	76.33091	0.07008086	62.70243	0	84.66496	0.05668016	72.16314	0.2210243	65.67285	0.4358974	60.56403	0.753406	74.79468	0.2588076
ILMN_1743371	53.12148	0.8791946	58.33493	0.8726287	57.67377	0.8268456	70.33885	0.2318059	71.06002	0	67.41708	0.6450742	68.14186	0.4299191	62.11578	0.6423752	56.05749	0.9237057	76.44656	0.201897
ILMN_1770031	112.0462	0	115.8744	0	106.8643	0	123.314	0	182.0253	0	306.5149	0	235.4541	0	236.9945	0	212.9836	0	195.5606	0
ILMN_2338268	70.07665	0.09932886	63.00618	0.6449865	64.34275	0.4845638	75.03541	0.09703504	72.61613	0	95.86872	0	89.14248	0	86.41818	0	91.1498	0	88.09545	0.01761518
ILMN_1753912	44.84596	0.9946309	64.17258	0.5650406	63.54558	0.52349	65.94929	0.4487871	52.60662	1	57.50864	0.9554656	70.9628	0.277628	64.94509	0.4804319	55.87868	0.9318801	73.22903	0.302168
ILMN_1737475	81.8994	0	74.70634	0.08536585	78.50733	0.03624161	78.83542	0.03369272	75.98875	0	106.6294	0	103.0094	0	91.39684	0	91.23615	0	100.961	0
ILMN_2318685	151.0395	0	106.1073	0	101.683	0	111.629	0	199.2689	0	438.7511	0	224.4271	0	212.5804	0	167.5588	0	168.5465	0
ILMN_2245305	423.0545	0	336.2996	0	220.9613	0	305.529	0	369.9618	0	624.8741	0	487.7429	0	397.4122	0	490.2608	0	334.9523	0
ILMN_2073969	66.05856	0.2268456	71.72458	0.1653116	61.0605	0.6765101	71.19464	0.1954178	69.17173	0	72.50738	0.3765182	72.28298	0.2183288	69.82055	0.2348178	62.84521	0.6239782	78.07419	0.1626016
ILMN_1794213	98.42389	0	93.65936	0	91.98086	0	133.5418	0	86.23928	0	145.2125	0	123.3248	0	137.4719	0	105.3768	0	127.7065	0
ILMN_2227533	215.3946	0	165.1887	0	194.7709	0	179.741	0	212.7313	0	280.5674	0	210.5969	0	255.1098	0	253.1022	0	283.5439	0
ILMN_2403446	99.28191	0	96.64273	0	75.16013	0.07785235	88.01559	0	77.05929	0	112.8225	0	93.60502	0	91.32919	0	99.54037	0	115.9274	0
ILMN_1787618	75.18327	0.03624161	71.92353	0.1531165	77.53561	0.04563759	70.89118	0.212938	83.44228	0	102.2829	0	89.23521	0	72.20935	0.1430499	89.4101	0	101.9498	0
ILMN_1723662	72.96316	0.04697987	67.44598	0.3780488	58.31413	0.8080537	71.04413	0.2075472	63.01551	0	92.45824	0.004048583	65.54461	0.5997304	85.96329	0.001349528	71.17921	0.1920981	98.83285	0
ILMN_1801767	111.9979	0	96.19453	0	85.67219	0	124.7489	0	99.01284	0	309.4682	0	226.0298	0	273.0825	0	178.0874	0	164.3085	0
ILMN_1700633	145.3166	0	127.276	0	159.7426	0	104.6781	0	154.4299	0	203.1795	0	125.8901	0	175.5576	0	159.6696	0	203.7914	0
ILMN_1655702	240.6805	0	106.9958	0	110.2175	0	115.3438	0	188.9677	0	340.4153	0	230.6463	0	226.541	0	168.6467	0	234.5587	0
ILMN_1706344	172.9518	0	178.1986	0	170.9929	0	179.2182	0	353.3041	0	677.7263	0	467.9445	0	267.1427	0	358.1863	0	257.4253	0
ILMN_1719498	53.50964	0.8697987	67.5745	0.3685637	79.21478	0.03221476	55.95409	0.9380054	69.58388	0	76.27206	0.219973	68.94902	0.3908356	68.20023	0.317139	64.37714	0.5449591	71.066	0.3848239
ILMN_1712707	268.7482	0	179.9725	0	179.7779	0	243.472	0	292.5768	0	618.2044	0	351.9264	0	330.8284	0	466.8794	0	213.8875	0
ILMN_1699750	2518.27	0	1393.67	0	1367.754	0	996.3887	0	1033.991	0	2180.661	0	809.1942	0	1187.967	0	777.8366	0	2022.034	0
ILMN_1739081	60.99825	0.4724832	66.63911	0.4200542	64.76813	0.4604027	65.40907	0.4919137	66.00262	0	75.02628	0.2672065	69.56864	0.3409703	70.83389	0.1956815	68.36481	0.3010899	83.1642	0.0596206
ILMN_2329958	218.3684	0	140.3454	0	148.2311	0	189.019	0	264.3116	0	578.5881	0	428.1525	0	380.4164	0	314.5023	0	284.5663	0
ILMN_1775944	76.4998	0.02550336	63.08012	0.6355014	69.65041	0.209396	77.88175	0.0458221	80.3379	0	111.2611	0	90.06519	0	93.75427	0	83.4034	0.006811989	84.96565	0.04336043
ILMN_1724497	141.3586	0	123.8576	0	90.39731	0	141.2569	0	130.5321	0	222.808	0	145.2832	0	208.3851	0	112.484	0	170.2828	0
ILMN_1720988	65.81783	0.2295302	79.80124	0.02168022	72.04308	0.138255	65.83707	0.4595687	77.8682	0	101.2254	0	87.93286	0	94.24658	0	77.62081	0.0626703	87.43166	0.0203252
ILMN_1707274	59.08524	0.6	61.78617	0.7168022	65.60096	0.4201342	67.58602	0.3477089	68.74336	0	58.73825	0.9433199	71.85473	0.2291105	58.52382	0.8151147	65.35905	0.4836512	66.76387	0.6138211
ILMN_1755658	102.9961	0	92.1116	0	78.20258	0.03758389	87.64593	0	85.82407	0	131.4575	0	128.2426	0	93.97598	0	93.23568	0	98.7004	0
ILMN_1673639	80.31004	0.002684564	62.06441	0.703252	58.98394	0.7758389	90.28371	0	149.8408	0	200.6562	0	372.1951	0	106.6051	0	215.8329	0	78.14033	0.1612466
ILMN_1713732	261.2206	0	370.724	0	321.5341	0	326.6069	0	376.8899	0	436.4398	0	445.3148	0	386.5984	0	422.4669	0	590.0021	0
ILMN_1708922	129.8829	0	106.8632	0	91.56487	0	130.6088	0	76.88331	0	150.4545	0	99.6828	0	93.68988	0	121.7673	0	108.6724	0
ILMN_2268241	53.77053	0.8617449	68.07341	0.3306233	60.70961	0.6979866	61.78007	0.7385445	62.38827	0	78.90697	0.1484481	67.42092	0.4690027	76.02626	0.06747638	58.86673	0.8310627	72.87361	0.3184282
ILMN_1741628	75.78312	0.03087248	74.5929	0.08536585	79.80135	0.02281879	91.35943	0	72.28963	0	78.86872	0.1484481	83.16759	0.02560647	69.32867	0.2631579	76.37469	0.08174387	76.97656	0.1910569
ILMN_1657870	65.62398	0.2375839	69.60226	0.2439024	73.76064	0.09530202	74.63223	0.1051213	67.88739	0	67.37345	0.6491228	75.49885	0.1401617	67.88828	0.3360324	86.72626	0	64.91341	0.6964769
ILMN_2240003	78.56973	0.01208054	76.93466	0.0406504	72.21178	0.1328859	70.52241	0.2277628	70.42427	0	84.07404	0.06072874	71.91734	0.2291105	82.44402	0.01619433	85.69867	0.001362398	85.95265	0.03658536
ILMN_1785424	3918.73	0	3927.899	0	2396.912	0	3799.265	0	4184.804	0	6620.696	0	5068.144	0	3742.257	0	4146.899	0	4684.975	0
ILMN_1731610	107.4768	0	113.0175	0	115.9272	0	195.3699	0	175.6131	0	152.0074	0	135.2261	0	145.5096	0	115.1943	0	171.1531	0
ILMN_1696682	62.81768	0.3597316	78.46621	0.02845529	79.18961	0.03221476	70.81719	0.2142857	66.85587	0	69.34695	0.5506073	78.99617	0.08355795	75.74133	0.07287449	72.84126	0.1566758	80.37398	0.1111111
ILMN_2396672	1068.478	0	724.8766	0	622.866	0	835.1995	0	1017.275	0	1646.357	0	849.8913	0	1063.758	0	686.6463	0	1124.347	0
ILMN_1758825	329.3482	0	378.6811	0	201.8749	0	266.0162	0	495.2231	0	452.7061	0	285.7386	0	235.858	0	566.3404	0	158.3589	0
ILMN_1656940	53.4105	0.8751678	71.70955	0.1653116	64.90514	0.452349	80.57041	0.01347709	72.87324	0	119.561	0	72.52885	0.2075472	67.20051	0.3643725	79.32773	0.03542234	74.30448	0.2710027
ILMN_1656979	63.26362	0.3422819	60.31927	0.7791328	59.28793	0.7637584	47.16542	0.9986523	67.76799	0	68.79846	0.5748988	56.4795	0.9555256	58.99524	0.802969	64.86256	0.5095368	69.22884	0.4701897
ILMN_1731433	70.55667	0.08993289	72.6501	0.1355014	59.62029	0.7449664	67.2072	0.3679245	79.67743	0	102.7515	0	78.54788	0.08760108	88.49752	0	87.01267	0	77.66732	0.1680217
ILMN_1672878	1842.833	0	1044.127	0	1325.349	0	877.3958	0	982.5273	0	1867.897	0	1335.608	0	1249.947	0	1177.947	0	2434.632	0
ILMN_1655114	69.24294	0.1154362	75.45473	0.06775068	87.1699	0	80.17622	0.02156334	88.16599	0	85.97118	0.04048583	88.8177	0	106.2814	0	96.84302	0	102.3324	0
ILMN_1657045	67.01802	0.190604	72.1279	0.1463415	72.83657	0.1154362	77.69672	0.04986523	75.55997	0	63.28981	0.8232118	73.22543	0.1859838	69.68118	0.2402159	70.02863	0.23297	66.7523	0.6138211
ILMN_1766991	75.60186	0.03221476	67.39706	0.3821138	64.9726	0.4469799	71.14783	0.1994609	71.26254	0	71.69644	0.4156545	68.82216	0.4016173	72.69445	0.1309042	59.81839	0.7997275	75.34388	0.2371274
ILMN_1658083	73.1411	0.04563759	81.11341	0.009485095	73.04104	0.1127517	82.67952	0.004043126	74.47921	0	141.4193	0	105.1334	0	107.5008	0	95.50948	0	120.2195	0
ILMN_1802096	188.6793	0	202.2695	0	158.5644	0	148.8227	0	234.1166	0	355.6908	0	336.5214	0	235.6895	0	374.7898	0	377.3563	0
ILMN_2367165	98.70959	0	93.55253	0	68.30025	0.2778524	105.9025	0	105.8683	0	196.7411	0	169.6647	0	163.9831	0	231.3057	0	189.9931	0
ILMN_1753370	82.70444	0	82.5741	0.005420054	108.0623	0	94.27431	0	65.54895	0	124.0923	0	80.72834	0.04851752	71.91902	0.1511471	81.8707	0.01907357	87.36705	0.0203252
ILMN_1738921	670.0879	0	694.4865	0	610.1862	0	476.953	0	527.8038	0	820.2186	0	642.8134	0	746.6855	0	431.511	0	890.1218	0
ILMN_1660199	85.80473	0	87.536	0	79.09942	0.03489933	79.0955	0.03234501	80.53334	0	107.8849	0	83.79646	0.02291105	136.3816	0	113.2512	0	111.3359	0
ILMN_2331636	873.3837	0	528.53	0	520.577	0	541.2614	0	622.6727	0	897.0052	0	694.0428	0	951.5981	0	645.667	0	1186.031	0
ILMN_1772123	502.7809	0	352.8832	0	323.3146	0	370.8045	0	472.8373	0	608.659	0	490.4073	0	659.0773	0	426.1914	0	774.7661	0
ILMN_1667641	56.11922	0.7651007	62.24569	0.6897019	65.29018	0.433557	63.7047	0.6199461	56.66513	1	72.11021	0.3981107	74.68502	0.148248	66.69687	0.3805668	72.7699	0.1607629	72.67907	0.3252032
ILMN_1763852	114.8303	0	120.2952	0	93.31977	0	147.0561	0	153.5044	0	235.6963	0	174.8674	0	170.7479	0	209.3077	0	139.8434	0
ILMN_1687303	114.4141	0	119.3665	0	111.8026	0	131.8849	0	210.9396	0	340.0322	0	217.5945	0	225.811	0	229.5094	0	233.9567	0
ILMN_1761058	204.4713	0	309.3907	0	287.7362	0	409.5171	0	612.9432	0	878.2396	0	953.002	0	669.0744	0	926.7147	0	419.4897	0
ILMN_2225595	695.0707	0	378.194	0	282.0062	0	347.9177	0	477.27	0	1177.684	0	679.8303	0	591.1605	0	463.7202	0	581.7972	0
ILMN_1724699	78.78062	0.01208054	67.41763	0.3807588	67.49945	0.3140939	69.7881	0.2466307	74.45972	0	77.67497	0.1821862	75.58392	0.138814	81.3027	0.02024291	86.86907	0	70.82066	0.4037941
ILMN_1775579	1277.607	0	990.9138	0	985.0366	0	662.7329	0	1406.963	0	2697.634	0	1496.632	0	1433.267	0	1198.785	0	1528.417	0
ILMN_1660890	63.387	0.3355705	65.44473	0.495935	58.33909	0.8067114	74.7594	0.1037736	60.24588	1	76.13066	0.2267206	92.01522	0	62.91671	0.588394	81.14242	0.02179836	67.87314	0.5487805
ILMN_1778104	272.8338	0	165.723	0	180.5652	0	158.0517	0	194.3031	0	324.486	0	200.286	0	263.2765	0	133.0448	0	268.5501	0
ILMN_2053679	373.7476	0	251.8431	0	283.1028	0	271.2253	0	376.3577	0	621.1263	0	517.9004	0	478.2535	0	402.7	0	676.1066	0
ILMN_1795104	78.65891	0.01208054	82.69302	0.00406504	92.25096	0	82.1796	0.005390835	103.5325	0	101.6598	0	96.19051	0	95.51839	0	105.8328	0	114.9853	0
ILMN_1740920	64.79823	0.2751678	85.71033	0	73.16831	0.1127517	90.38814	0	89.51408	0	88.38945	0.02699055	86.7382	0.008086253	98.03352	0	81.9474	0.01771117	82.11061	0.08265582
ILMN_2263466	135.325	0	127.2281	0	96.78249	0	120.0091	0	90.49612	0	157.2202	0	150.1519	0	144.6965	0	84.57578	0.005449591	94.11185	0.001355014
ILMN_1806408	5339.889	0	4916.262	0	3956.254	0	3713.873	0	4800.106	0	7681.395	0	6612.13	0	6361.952	0	6073.726	0	5691.646	0
ILMN_2352009	1320.36	0	1179.811	0	954.0361	0	929.0566	0	1286.45	0	2211.325	0	1988.831	0	2072.402	0	1575.867	0	1529.903	0
ILMN_1800008	478.7934	0	597.8154	0	333.5735	0	337.5832	0	615.1423	0	1250.387	0	664.6893	0	888.1219	0	729.8224	0	739.278	0
ILMN_2133799	63.76751	0.3154362	65.37922	0.498645	72.52927	0.1248322	73.10268	0.1455526	76.48428	0	85.49039	0.04588394	82.38387	0.02830189	78.63343	0.0391363	74.846	0.113079	64.32153	0.7195122
ILMN_1708672	637.0677	0	468.3835	0	257.4966	0	333.4554	0	255.8804	0	440.9565	0	257.629	0	513.7299	0	255.3753	0	489.1191	0
ILMN_1665945	505.2781	0	239.6824	0	270.7898	0	325.8637	0	468.9033	0	844.7862	0	555.9055	0	601.4727	0	401.6711	0	641.7045	0
ILMN_1676288	63.84481	0.3114094	64.38703	0.5582656	66.43212	0.3718121	67.15713	0.37062	61.7528	0	103.2033	0	76.18865	0.1239892	65.22577	0.4682861	81.55446	0.02043597	76.49082	0.201897
ILMN_1693250	71.33858	0.0738255	68.53525	0.3116531	80.87507	0.0147651	61.52675	0.7466307	65.58803	0	77.08817	0.2037787	73.39009	0.1819407	66.14132	0.414305	82.49603	0.01362398	85.69301	0.03794038
ILMN_2295980	66.98288	0.1932886	61.48692	0.7249323	64.14426	0.4926175	61.08886	0.7641509	70.05332	0	70.57828	0.4831309	75.41116	0.1401617	67.11138	0.368421	71.44518	0.1880109	70.11545	0.4281843
ILMN_2410362	55.78762	0.781208	68.1537	0.3292683	56.47918	0.871141	63.0122	0.6698113	70.38882	0	83.13486	0.07557355	60.98703	0.7951483	75.01861	0.08502024	60.27421	0.7724796	78.98763	0.1476965
ILMN_1684271	208.8015	0	228.7762	0	164.9878	0	190.8235	0	203.0356	0	312.4116	0	235.5727	0	271.7975	0	212.2038	0	276.074	0
ILMN_1726388	49.31824	0.9637584	54.86269	0.9566396	59.74226	0.7395973	67.43157	0.351752	69.97485	0	90.55101	0.0148448	61.55609	0.7803234	68.882	0.2834008	68.59148	0.2874659	72.81138	0.3238482
ILMN_2106002	59.86105	0.538255	61.13126	0.7520325	61.95702	0.6174496	63.20964	0.6536388	70.51545	0	67.17627	0.6626181	60.62411	0.8113208	70.70288	0.2010796	68.00249	0.3256131	68.24035	0.5257453
ILMN_1779685	61.06073	0.471141	66.44514	0.4308943	67.77615	0.2993289	69.579	0.2560647	72.61607	0	77.42239	0.1929825	81.6353	0.03773585	64.67103	0.4952767	60.03419	0.7861035	75.89592	0.2113821
ILMN_1665932	63.50095	0.3315436	77.89014	0.03387534	62.46347	0.5946309	77.8822	0.0458221	72.59423	0	83.06082	0.07557355	78.2674	0.09164421	67.96163	0.3292848	75.67385	0.09536785	82.5609	0.07317073
ILMN_1769694	70.41073	0.09395973	124.2639	0	63.25071	0.5409396	142.4479	0	68.17219	0	85.0258	0.05263158	82.01646	0.03234501	78.861	0.03778677	90.44582	0	95.53977	0
ILMN_1727251	61.29525	0.4590604	78.75148	0.02303523	59.74571	0.7395973	69.26138	0.2708895	72.35406	0	66.15627	0.7031039	68.50996	0.4150943	54.20855	0.9595141	62.1522	0.6594005	64.24681	0.7249323
ILMN_1734479	92.48716	0	87.65088	0	78.9133	0.03489933	87.79899	0	97.2981	0	135.5865	0	117.7348	0	126.7374	0	166.8929	0	128.541	0
ILMN_2368728	61.91788	0.4228188	75.26396	0.07181572	64.49107	0.4778523	79.97536	0.02560647	76.33166	0	76.49757	0.2132254	82.92863	0.02560647	84.2057	0.008097166	140.9003	0	82.47249	0.07452574
ILMN_2394902	51.56102	0.9181208	70.16074	0.2249323	68.36539	0.2751678	78.74048	0.03504043	65.67775	0	76.2712	0.219973	66.52984	0.5296496	74.10533	0.09716599	72.64554	0.1648501	63.66384	0.7506775
ILMN_2394897	59.75103	0.5489933	55.60711	0.9457995	62.73499	0.5731544	57.86846	0.8948787	58.60695	1	72.32912	0.3900135	62.93722	0.7183288	68.52843	0.2995951	62.31866	0.6498638	70.80931	0.4037941
ILMN_2287535	56.10146	0.7691275	61.03845	0.7547426	71.65896	0.1543624	70.33425	0.2318059	56.82935	1	65.96137	0.7098516	68.90013	0.3962264	72.33732	0.1417004	67.38737	0.3678474	78.09865	0.1626016
ILMN_1750295	60.49828	0.4993289	61.29921	0.7371274	69.02438	0.2442953	65.89542	0.4555256	67.07648	0	59.25012	0.9271255	63.05291	0.7169811	66.47521	0.3927126	70.70866	0.2029973	69.41515	0.4620596
ILMN_1716480	144.675	0	148.9962	0	149.2771	0	166.03	0	153.7464	0	278.6289	0	218.9325	0	217.7643	0	207.0104	0	170.1411	0
ILMN_1715192	64.60137	0.2845638	67.77055	0.3509485	71.47216	0.1624161	64.84965	0.5336927	69.21288	0	85.04865	0.05263158	71.6028	0.2439353	65.33707	0.4588394	66.3096	0.4318801	81.65339	0.08672087
ILMN_2339410	55.70888	0.7852349	68.42413	0.3170732	64.10028	0.4926175	71.06432	0.2061995	63.28503	0	64.11739	0.780027	67.44386	0.4690027	52.46769	0.9770581	62.83046	0.6239782	67.26401	0.5867209
ILMN_1779984	68.9651	0.1234899	71.40446	0.1761518	60.58141	0.7033557	63.45258	0.638814	70.93722	0	57.13103	0.9608637	74.8485	0.1442049	66.04865	0.4210526	71.2771	0.1893733	71.31765	0.3685637
ILMN_1667018	72.29983	0.0590604	87.82742	0	86.2386	0	131.1632	0	71.76829	0	127.1546	0	76.24942	0.1226415	78.71373	0.03778677	73.47752	0.1444142	105.2045	0
ILMN_2383229	66.70615	0.2026846	67.36414	0.3821138	62.58729	0.5892618	75.0689	0.09703504	67.851	0	89.00847	0.02159244	82.05322	0.03234501	60.26388	0.7368421	76.6223	0.07901908	83.18844	0.0596206
ILMN_1806310	69.58836	0.1127517	75.04312	0.0799458	66.05258	0.3946309	87.35992	0	56.06436	1	71.03664	0.4507422	85.05791	0.01886792	77.12177	0.05398111	79.00543	0.04223433	77.95853	0.1639566
ILMN_1779670	70.77425	0.08456376	91.39886	0	76.51189	0.06174497	98.0675	0	71.79176	0	67.16733	0.6626181	70.84065	0.2816712	85.06881	0.002699055	84.36002	0.006811989	78.15553	0.1612466
ILMN_2333219	63.66311	0.3234899	67.18356	0.3902439	64.31366	0.485906	57.4901	0.9043127	53.7097	1	83.75187	0.06207827	73.75645	0.1725067	61.14356	0.7071525	65.79371	0.4604905	58.16832	0.9457995
ILMN_1780485	57.33125	0.6926175	79.2645	0.02303523	64.69968	0.4684564	71.06507	0.2061995	64.47794	0	78.18688	0.17139	70.10594	0.309973	70.07307	0.2294197	62.04115	0.6648501	71.52724	0.3658537
ILMN_1735471	66.46526	0.2134228	83.33704	0.002710027	83.23625	0.006711409	74.84525	0.09838275	78.18659	0	82.96862	0.07692308	85.39455	0.01752022	73.77113	0.09986505	85.42782	0.002724796	91.23255	0.005420054
ILMN_1699636	718.2817	0	700.0808	0	576.7022	0	509.4399	0	700.5876	0	1446.02	0	875.3923	0	968.253	0	836.6405	0	1015.558	0
ILMN_2371379	1177.919	0	893.4057	0	700.7935	0	735.7637	0	699.1695	0	1157.001	0	924.4935	0	1162.105	0	715.8934	0	1370.385	0
ILMN_1749014	692.4127	0	508.5718	0	469.7496	0	374.184	0	397.0658	0	823.2289	0	543.969	0	791.4873	0	482.1392	0	836.1623	0
ILMN_1727091	82.24493	0	78.25784	0.03116531	77.69514	0.04295302	78.95525	0.03234501	83.45017	0	109.6554	0	90.14735	0	98.58437	0	93.88831	0	124.1493	0
ILMN_1771348	116.875	0	126.9943	0	106.4499	0	103.922	0	98.74789	0	230.9883	0	126.8968	0	170.4601	0	115.738	0	159.6862	0
ILMN_2134039	223.1921	0	163.0626	0	147.4494	0	175.2789	0	223.1638	0	477.7811	0	302.9826	0	346.9278	0	221.6153	0	426.9954	0
ILMN_1750800	519.8412	0	358.9135	0	226.0428	0	268.2313	0	479.0861	0	860.0372	0	513.7427	0	557.4649	0	365.9854	0	552.0452	0
ILMN_1654861	146.197	0	135.2626	0	152.0772	0	167.7224	0	237.6959	0	480.1282	0	244.2565	0	335.2363	0	204.0997	0	466.8225	0
ILMN_2121389	71.7011	0.06711409	68.0497	0.3306233	66.261	0.3852349	66.17319	0.4407008	63.89515	0	85.50053	0.04588394	65.86361	0.5808625	59.96231	0.7557355	62.92471	0.6171662	69.60621	0.4512195
ILMN_1715543	66.43274	0.2161074	78.94003	0.02303523	74.67566	0.08590604	70.83669	0.2142857	85.85519	0	158.4083	0	88.81947	0	106.97	0	102.9602	0	96.13765	0
ILMN_1739594	361.3413	0	277.8685	0	320.028	0	139.265	0	131.8241	0	132.6453	0	99.13194	0	149.815	0	104.342	0	529.1978	0
ILMN_2353978	86.33774	0	94.32658	0	81.82666	0.01073826	83.42455	0.001347709	86.30512	0	97.63738	0	88.67746	0	86.39961	0	71.87275	0.1784741	96.33871	0
ILMN_1785474	66.84756	0.1959732	75.42561	0.06775068	64.0947	0.4926175	70.80961	0.2142857	65.62906	0	77.58425	0.1889339	68.69079	0.4070081	59.92682	0.757085	60.68411	0.7479564	72.51871	0.3319783
ILMN_2188959	56.24854	0.7583892	52.95764	0.9769648	63.20557	0.5422819	55.62939	0.9433962	56.5966	1	56.00831	0.9784076	62.21814	0.7533693	75.53922	0.07557355	57.64521	0.880109	62.17244	0.8197832
ILMN_1716237	82.07509	0	90.87793	0	96.91573	0	84.49599	0	88.1308	0	127.7693	0	105.0082	0	122.2613	0	113.7355	0	112.1848	0
ILMN_1764321	96.00723	0	110.8869	0	99.81219	0	74.40826	0.1118598	91.04607	0	133.0885	0	110.1142	0	150.6476	0	110.0719	0	126.9704	0
ILMN_2156699	58.65829	0.6174496	56.68465	0.9105691	66.5951	0.3677852	63.42682	0.6401618	43.08957	1	73.60451	0.3346829	56.67295	0.9501348	61.15271	0.7031039	70.14396	0.2275204	63.35295	0.7615176
ILMN_1788078	51.27962	0.9248322	63.9501	0.5826558	63.24036	0.5409396	59.79649	0.8126684	49.0587	1	72.19782	0.3954116	64.32713	0.6509434	67.65322	0.3441296	58.69294	0.8378747	74.39246	0.2696477
ILMN_1784756	52.50335	0.895302	67.75986	0.3536585	51.86621	0.9744967	69.5841	0.254717	63.75151	0	86.19249	0.0391363	66.07946	0.5552561	84.13782	0.008097166	87.67219	0	70.01173	0.4295393
ILMN_1728883	65.77802	0.2295302	61.53559	0.7235773	66.47185	0.3704698	66.93888	0.3908356	65.18204	0	69.88055	0.5195681	82.63288	0.02695418	72.4725	0.1376518	66.04908	0.4509537	78.53545	0.1558266
ILMN_1740265	1396.468	0	993.0057	0	721.7119	0	1018.966	0	883.7603	0	1399.615	0	1085.854	0	1393.427	0	1191.794	0	1819.363	0
ILMN_2252621	52.43617	0.8979866	62.18367	0.693767	55.23481	0.9060403	62.82653	0.6792453	53.94664	1	63.4268	0.8191633	61.68851	0.7749326	66.5032	0.3927126	57.57763	0.8828338	53.3571	0.99458
ILMN_2332250	463.8031	0	449.3391	0	380.7034	0	521.2817	0	286.2156	0	479.2951	0	377.9679	0	649.8141	0	415.3178	0	612.5265	0
ILMN_1719178	63.36397	0.338255	59.1544	0.8373984	62.14829	0.6080537	57.23892	0.9083558	56.96087	1	74.98386	0.268556	56.05715	0.9649596	57.8569	0.8380567	56.25559	0.9182561	66.74372	0.6151761
ILMN_1679600	72.39074	0.05771812	92.94687	0	72.17587	0.1342282	68.00163	0.3328841	96.17477	0	135.9701	0	95.58334	0	127.0112	0	92.40889	0	143.0128	0
ILMN_2367070	87.79428	0	82.88217	0.00406504	72.70713	0.1181208	114.1359	0	79.55107	0	109.2043	0	88.64546	0	85.01385	0.002699055	93.10413	0	109.6407	0
ILMN_1658995	112.0836	0	120.3049	0	102.14	0	119.4833	0	82.34344	0	159.3483	0	91.77485	0	145.7648	0	128.3386	0	130.2572	0
ILMN_1750158	197.4053	0	97.71536	0	84.55488	0	113.8724	0	126.6712	0	390.3745	0	202.7742	0	228.3298	0	136.848	0	204.442	0
ILMN_1668839	69.15279	0.1181208	76.90696	0.04200542	67.25267	0.3221476	64.89569	0.532345	72.36961	0	61.07639	0.8920378	76.06094	0.1280323	77.59917	0.04993252	75.28179	0.106267	66.57883	0.6246613
ILMN_1765767	63.63224	0.3261745	60.02249	0.7926829	61.68397	0.6322148	60.80835	0.7762803	60.13784	1	68.45153	0.5964912	79.38566	0.07816712	75.31833	0.07962213	69.41059	0.2547684	64.66953	0.7113821
