# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).												
# The Matrix table should include non-normalized signal count data and detectip p-value												
"# Values that should be disregarded may either be left blank or labeled as ""null""."												
	GSM998616		GSM998617		GSM998618		GSM998619		GSM998620		GSM998621	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval
ILMN_1730232	74.26793	0.0159787	68.23203	0.4484605	69.19923	0.2583668	68.30344	0.246996	79.70475	0.02673797	77.67831	0.0269179
ILMN_1735148	110.9161	0	126.7649	0	92.9212	0	139.4226	0	112.4024	0	80.71536	0.02018842
ILMN_1790711	64.9479	0.1744341	69.04282	0.420348	61.81335	0.643909	62.56453	0.5260347	60.96051	0.6631016	56.75243	0.8506057
ILMN_1745469	89.43338	0	117.0598	0	71.74176	0.1793842	93.21513	0	97.52808	0	68.52749	0.2543741
ILMN_1676600	753.1902	0	2580.004	0	1939.228	0	1441.276	0	2246.592	0	1642.651	0
ILMN_1706758	64.59969	0.1864181	110.1153	0	87.45149	0	84.29558	0	104.6967	0	76.55392	0.04172274
ILMN_1656386	64.68609	0.1824234	133.0903	0	89.91815	0	68.6116	0.2323097	79.60609	0.02673797	76.12297	0.04710633
ILMN_1724959	118.1355	0	500.9367	0	383.4933	0	299.312	0	301.9684	0	206.6466	0
ILMN_1691409	77.62836	0.002663116	77.87116	0.1285141	81.82729	0.0227577	89.20515	0	72.3815	0.1256685	82.77644	0.006729475
ILMN_2399896	321.287	0	999.1928	0	788.9402	0	655.819	0	592.4	0	690.4371	0
ILMN_1698731	60.3672	0.4034621	63.75676	0.6760375	63.48244	0.5582329	72.31721	0.1134846	74.04544	0.0882353	59.49496	0.7267833
ILMN_1733050	62.62846	0.2716378	109.8085	0	95.10155	0	116.1721	0	126.9238	0	78.29903	0.02557201
ILMN_1659564	971.6874	0	3163.077	0	3070.509	0	2986.93	0	2792.364	0	2009.068	0
ILMN_1779381	85.36494	0	128.2965	0	93.94847	0	124.0259	0	100.3909	0	88.41016	0
ILMN_1801852	666.5873	0	3141.341	0	1564.055	0	1577.607	0	1518.778	0	1613.986	0
ILMN_1787026	361.475	0	3657.045	0	1287.198	0	1212.69	0	1084.043	0	1551.335	0
ILMN_2367020	424.9861	0	3452.765	0	1156.585	0	1243.77	0	1176.775	0	1407.307	0
ILMN_2136068	66.40054	0.1225033	76.8772	0.1499331	80.44637	0.0334672	72.61671	0.1041389	74.67162	0.07486631	67.72085	0.2920592
ILMN_1763989	52.2011	0.849534	74.94336	0.2008032	63.04648	0.5809906	70.7381	0.1655541	73.38474	0.09893048	67.32767	0.3055182
ILMN_1796572	63.42633	0.2343542	67.7823	0.4779117	68.15147	0.3038822	66.80916	0.305741	67.45928	0.3101604	61.70489	0.589502
ILMN_1789419	195.4833	0	730.2368	0	698.4817	0	469.7382	0	611.7299	0	468.1631	0
ILMN_1742827	72.75246	0.02929427	131.0751	0	88.47455	0	89.77631	0	85.011	0.005347594	91.17162	0
ILMN_1736481	230.4102	0	728.1315	0	453.9059	0	427.2102	0	655.7141	0	365.8655	0
ILMN_1652277	49.72031	0.9267643	72.52343	0.2663989	78.14818	0.05087015	68.74676	0.2216288	60.06237	0.7018716	62.30449	0.5625841
ILMN_2211122	66.30318	0.1251664	182.3842	0	102.0183	0	112.5531	0	129.5229	0	111.0812	0
ILMN_1708619	115.9084	0	252.638	0	156.2188	0	202.4953	0	183.6932	0	192.2887	0
ILMN_1705032	57.75647	0.5605859	103.1235	0	68.83603	0.2784471	81.05714	0.008010681	94.15894	0	72.00928	0.1507402
ILMN_2381138	72.1962	0.03328895	154.6833	0	94.5872	0	134.8881	0	145.8624	0	128.8366	0
ILMN_1726496	62.10945	0.298269	132.5871	0	81.76017	0.0227577	80.58524	0.01201602	90.32043	0	75.56873	0.05921938
ILMN_2193892	57.64792	0.5659121	82.60899	0.05220884	76.97055	0.06827309	62.56423	0.5260347	72.17271	0.1350267	75.63367	0.05921938
ILMN_1739393	248.2182	0	526.1964	0	87.93945	0	169.3734	0	177.3867	0	102.5231	0
ILMN_1680652	101.1265	0	239.3657	0	218.6955	0	88.65722	0	153.8068	0	75.97562	0.04979812
ILMN_1696133	97.20099	0	229.2596	0	135.7117	0	192.8083	0	172.6277	0	142.155	0
ILMN_2134110	108.8704	0	565.5153	0	293.1135	0	374.6819	0	383.6713	0	267.2152	0
ILMN_1758056	64.26584	0.195739	78.10349	0.1231593	72.62857	0.1552878	65.61241	0.3658211	77.63426	0.03475936	77.52854	0.0269179
ILMN_1724422	175.0552	0	2938.148	0	196.75	0	1039.199	0	355.4149	0	140.7979	0
ILMN_1651429	383.3937	0	1425.425	0	1079.835	0	260.8037	0	578.3411	0	182.0592	0
ILMN_1769787	174.246	0	322.2071	0	369.3739	0	275.0652	0	266.6709	0	194.7686	0
ILMN_1715417	103.0433	0	128.1351	0	69.62874	0.2409639	76.61572	0.04539386	84.95914	0.005347594	81.4131	0.01615074
ILMN_1734855	86.77624	0	84.19341	0.03480589	123.5067	0	152.587	0	97.1639	0	185.3039	0
ILMN_1784534	64.27023	0.195739	71.5946	0.313253	78.51591	0.04685408	67.7477	0.2616822	75.4857	0.05748663	82.52599	0.00807537
ILMN_1787680	340.8677	0	2553.233	0	1303.442	0	1145.865	0	1326.893	0	3151.929	0
ILMN_1803744	131.6548	0	956.0471	0	533.5782	0	390.311	0	479.2238	0	822.0677	0
ILMN_2227368	49.27864	0.9374168	61.6454	0.772423	61.07559	0.6854083	58.0195	0.7837116	64.22918	0.486631	48.09959	0.9905787
ILMN_1746368	82.89263	0	299.1756	0	148.6425	0	223.7116	0	190.0138	0	143.2778	0
ILMN_1655374	56.95078	0.6071904	68.02399	0.4618474	58.54095	0.7991968	60.49473	0.6488652	59.17266	0.7513369	67.9192	0.2799462
ILMN_1765641	62.2259	0.2916112	122.4875	0	91.70278	0	75.83724	0.05073431	86.34264	0.001336898	61.62946	0.5935397
ILMN_1653501	54.7343	0.7363515	79.83241	0.09103079	67.18312	0.3400268	61.50299	0.5821095	63.61844	0.5187166	61.34782	0.6164199
ILMN_2406299	47.08519	0.9826897	74.04076	0.210174	67.03426	0.3480589	54.56351	0.8891856	66.14523	0.3770053	61.85968	0.5814266
ILMN_1695475	65.78909	0.1371505	108.7331	0	74.01637	0.1164659	60.25848	0.6622163	67.61091	0.3088235	61.19833	0.6258412
ILMN_2099773	54.11863	0.7616512	61.605	0.7737617	57.60526	0.8433735	56.25565	0.8437917	49.70432	0.9906417	58.57404	0.7873486
ILMN_2154322	339.4091	0	413.0968	0	385.2657	0	240.1635	0	272.6973	0	761.9225	0
ILMN_1651547	72.02759	0.0346205	69.0744	0.4176707	73.85843	0.1204819	67.69199	0.2643525	66.01655	0.3863636	68.88044	0.2449529
ILMN_1761540	88.785	0	102.7354	0	171.738	0	71.13266	0.1468625	91.66165	0	84.38271	0
ILMN_1676067	62.58862	0.2716378	103.6907	0	59.01403	0.789826	62.45707	0.53004	80.39911	0.02272727	76.0916	0.04710633
ILMN_1702787	231.144	0	603.3069	0	1171.344	0	271.7426	0	289.9192	0	119.4909	0
ILMN_1672589	227.8694	0	556.7477	0	431.7257	0	183.1159	0	320.34	0	134.6401	0
ILMN_1781814	62.36281	0.286285	66.43712	0.5381526	80.44659	0.0334672	75.97031	0.0493992	75.37352	0.06016043	64.80368	0.4266487
ILMN_2115669	70.757	0.05326232	115.8785	0	81.35103	0.02811245	68.22986	0.2483311	86.24792	0.001336898	79.1393	0.02288022
ILMN_1687533	649.9292	0	2378.831	0	3736.223	0	5633.073	0	5329.516	0	1525.091	0
ILMN_1805007	98.50815	0	264.146	0	159.6856	0	195.9618	0	187.2514	0	189.9915	0
ILMN_1676248	56.62345	0.6298269	62.87519	0.7215528	61.85391	0.6398929	65.71417	0.3591455	60.80089	0.6671123	61.22404	0.6231494
ILMN_1656927	72.04441	0.0346205	200.5042	0	88.25927	0	76.57197	0.04539386	77.37655	0.03877005	68.8472	0.2449529
ILMN_1736300	64.33426	0.1930759	78.06451	0.124498	82.49683	0.0227577	74.45589	0.06408545	68.49585	0.2780749	68.20574	0.2678331
ILMN_1794370	83.21429	0	116.9228	0	131.661	0	75.88312	0.05073431	103.4355	0	79.47669	0.02153432
ILMN_1713529	153.0347	0	397.0687	0	301.6982	0	136.5042	0	165.1224	0	114.6802	0
ILMN_1712914	82.03824	0	113.1497	0	95.69241	0	84.45709	0	74.86526	0.06951872	85.88595	0
ILMN_1689020	73.22466	0.02929427	85.33084	0.02677376	76.24877	0.07630522	73.44669	0.08144192	73.60896	0.09358289	69.55939	0.2207268
ILMN_2360988	72.3432	0.03062583	76.50836	0.1539491	68.76907	0.2784471	67.47074	0.281709	73.28286	0.1016043	62.36242	0.5572006
ILMN_1813503	64.74391	0.1824234	86.78841	0.01874163	74.23725	0.1111111	61.18828	0.599466	64.5067	0.4639038	73.4513	0.1049798
ILMN_1814494	68.23322	0.0852197	72.33508	0.2757697	68.11422	0.3038822	66.03857	0.3377837	111.6038	0	67.9284	0.2799462
ILMN_1753251	58.79575	0.494008	71.49289	0.3159304	54.10806	0.9451138	56.37001	0.8424566	61.15049	0.6417112	63.23652	0.512786
ILMN_2317493	60.84564	0.3754993	59.28004	0.8487282	52.77034	0.9625167	48.68726	0.987984	61.8958	0.6029412	57.68241	0.8196501
ILMN_1806407	63.03247	0.2569907	68.67186	0.4310576	73.32013	0.1311914	72.09123	0.11749	77.20052	0.04010695	69.83559	0.2113055
ILMN_1756312	79.13665	0	79.05049	0.1057564	92.50799	0	95.11331	0	78.74928	0.02807487	69.47304	0.2234186
ILMN_2397347	73.24333	0.02796272	86.71574	0.01874163	85.48551	0.004016064	73.83437	0.07610147	80.99714	0.01871658	82.6476	0.006729475
ILMN_2312498	71.73592	0.03861518	99.94269	0	74.93912	0.09906292	82.64466	0.002670227	73.64089	0.09358289	79.53596	0.02153432
ILMN_2169783	57.66521	0.5645806	67.26504	0.497992	55.7953	0.9022757	58.54175	0.7596796	59.40773	0.7352941	64.88366	0.4253028
ILMN_1801121	69.06205	0.0758988	223.344	0	125.1686	0	176.7869	0	128.9635	0	107.4586	0
ILMN_2123567	84.09112	0	242.4201	0	121.1554	0	163.4869	0	140.9393	0	105.6047	0
ILMN_1751147	44.91755	0.9946738	97.07421	0	73.77652	0.1231593	63.76219	0.459279	61.28667	0.6323529	51.15054	0.9771198
ILMN_1675501	64.94698	0.1744341	91.98977	0	91.8683	0	104.9847	0	85.42617	0.004010695	74.43023	0.08209959
ILMN_2054233	107.4655	0	297.3309	0	140.1656	0	226.3259	0	173.3104	0	139.2007	0
ILMN_2054236	63.72922	0.2210386	78.11371	0.1231593	55.00744	0.9290496	73.80145	0.07610147	70.31046	0.1991979	76.5999	0.04037685
ILMN_1778294	57.5083	0.5739015	67.63474	0.4846051	63.90803	0.5274431	72.97495	0.09479306	68.96932	0.2566845	60.45691	0.666218
ILMN_2382354	104.4078	0	312.888	0	153.6993	0	268.4425	0	242.7785	0	150.8439	0
ILMN_1767690	59.82465	0.4394141	59.10195	0.8487282	62.15473	0.6238286	57.78945	0.7890521	70.79879	0.1858289	69.73219	0.2139973
ILMN_2407082	219.3453	0	1230.396	0	452.7032	0	510.9011	0	477.607	0	263.4913	0
ILMN_2176768	111.1408	0	447.3872	0	201.4288	0	330.9771	0	252.7138	0	374.2158	0
ILMN_1673369	81.15044	0	222.4699	0	121.3374	0	158.1084	0	145.3458	0	150.5732	0
ILMN_1687824	77.47123	0.003994674	230.0478	0	149.2268	0	112.9369	0	128.4118	0	180.6009	0
ILMN_2289887	66.21534	0.126498	75.45539	0.1874163	77.59226	0.06024097	60.61217	0.6461949	70.25529	0.2005348	57.38078	0.8290713
ILMN_2399036	135.4612	0	271.6477	0	278.8633	0	180.1783	0	259.854	0	105.3232	0
ILMN_1760890	391.8336	0	1776.112	0	1619.864	0	809.2943	0	1430.133	0	244.1592	0
ILMN_1785071	61.7887	0.3142477	1215.134	0	591.0811	0	159.6309	0	459.526	0	82.30666	0.01076716
ILMN_2204826	56.38188	0.6391478	65.02497	0.6171352	60.79667	0.6987952	60.09515	0.6782377	56.86483	0.855615	62.55304	0.5518169
ILMN_1671854	204.6936	0	462.2976	0	354.1494	0	638.1973	0	559.4515	0	524.593	0
ILMN_2415162	112.7636	0	189.4746	0	116.46	0	200.231	0	142.1878	0	220.4595	0
ILMN_2343757	69.74604	0.06924101	109.4414	0	86.31379	0	68.71786	0.222964	96.11827	0	79.91515	0.02153432
ILMN_2258958	48.32929	0.9613848	61.02235	0.789826	59.21149	0.7817938	62.71143	0.5166889	61.5542	0.618984	57.46859	0.8263795
ILMN_1691864	63.47188	0.2316911	115.7233	0	76.04209	0.08032128	73.60454	0.08010681	88.59576	0	86.77532	0
ILMN_1788778	118.4176	0	520.3647	0	217.2069	0	214.4301	0	200.5239	0	110.3961	0
ILMN_2365711	1542.982	0	7848.991	0	4484.843	0	3017.474	0	5073.925	0	3808.798	0
ILMN_1748546	762.9742	0	3838.524	0	2115.938	0	1289.368	0	2325.624	0	1445.327	0
ILMN_1747665	59.40699	0.4660453	94.78831	0	76.36519	0.07228915	83.12933	0.001335114	85.21616	0.005347594	84.04089	0.001345895
ILMN_1676737	57.98555	0.5459387	108.7146	0	122.2026	0	81.92641	0.005340454	109.1014	0	86.85314	0
ILMN_1746673	93.48317	0	127.2493	0	118.4699	0	134.7789	0	187.1915	0	127.7992	0
ILMN_1659953	65.49338	0.1438083	76.21303	0.1619813	82.52752	0.0227577	81.89895	0.005340454	104.7748	0	86.85456	0
ILMN_2251114	63.26672	0.2396804	76.36706	0.1593039	78.40847	0.04685408	63.60936	0.4672897	72.75121	0.118984	66.98586	0.3189771
ILMN_1776157	236.7914	0	509.055	0	904.0068	0	252.5138	0	267.5345	0	220.7349	0
ILMN_2402172	62.32351	0.286285	104.6809	0	100.6931	0	64.2558	0.4325768	79.3756	0.02807487	61.93364	0.5787349
ILMN_1778079	52.7259	0.828229	61.73501	0.7697456	60.78568	0.7001339	59.30759	0.7249666	59.76921	0.7179145	55.68039	0.8855989
ILMN_2294123	55.816	0.6697736	65.85759	0.5742972	55.90224	0.8995984	49.9259	0.9732977	54.12523	0.9331551	60.56417	0.6621804
ILMN_1674893	63.94999	0.2063915	62.33194	0.7416332	57.54814	0.8433735	61.22442	0.5981308	66.29867	0.3676471	58.63773	0.7846568
ILMN_1688067	56.29003	0.6458056	69.27377	0.4082999	63.10583	0.579652	59.99062	0.6835781	64.87685	0.447861	63.76356	0.4791386
ILMN_1681798	63.91586	0.207723	78.01028	0.124498	75.08143	0.09772423	73.95915	0.07476635	72.27562	0.1323529	71.29327	0.1682369
ILMN_1661342	161.1311	0	682.462	0	297.0786	0	567.5762	0	998.342	0	628.9128	0
ILMN_2399264	120.7058	0	281.3306	0	203.6941	0	393.3622	0	468.9707	0	628.9559	0
ILMN_1729019	60.30613	0.4087883	101.915	0	67.44553	0.3293173	69.14718	0.2056075	69.17059	0.2513369	63.17915	0.5168237
ILMN_1721910	62.86403	0.2596538	69.76105	0.3868808	66.83797	0.3534136	73.72019	0.0787717	78.2804	0.03342246	69.6848	0.2139973
ILMN_1769118	2761.637	0	13932.17	0	8321.726	0	12612.1	0	9106.035	0	13845.68	0
ILMN_2045994	314.5593	0	988.4092	0	592.3843	0	507.2373	0	539.6959	0	213.6742	0
ILMN_1719661	249.375	0	1094.478	0	949.6913	0	496.9814	0	512.553	0	676.3369	0
ILMN_2183610	68.28726	0.0852197	71.34663	0.3212851	65.99663	0.3989291	63.85107	0.4539386	67.29473	0.315508	66.7672	0.3297443
ILMN_1812169	68.84708	0.07856192	116.6277	0	92.77127	0	91.65158	0	96.45869	0	68.02248	0.2718708
ILMN_1773968	245.9705	0	750.7997	0	281.9028	0	696.2288	0	590.31	0	519.1575	0
ILMN_1655444	161.9704	0	1116.935	0	435.5587	0	573.3096	0	460.1033	0	486.2781	0
ILMN_2382558	60.85383	0.3754993	66.88303	0.5113788	74.70117	0.103079	72.55952	0.105474	60.41279	0.6911765	56.92494	0.8452221
ILMN_1665388	63.92859	0.2063915	64.29849	0.6452476	51.597	0.9759036	64.32915	0.4299065	73.2532	0.1029412	72.67113	0.1224764
ILMN_2280630	60.689	0.3888149	77.07476	0.1445783	64.00622	0.5247657	59.91084	0.6875834	67.03468	0.3262032	77.3689	0.0282638
ILMN_2233878	76.52163	0.009320905	191.7758	0	129.4115	0	143.4512	0	111.3535	0	107.641	0
ILMN_2233885	59.20354	0.4727031	67.51669	0.4886211	66.98983	0.352075	62.63112	0.5206943	69.96101	0.2165775	71.01828	0.1776581
ILMN_1655011	112.604	0	586.1247	0	282.2343	0	328.7776	0	278.8683	0	250.3492	0
ILMN_1789136	576.3643	0	6253.009	0	4638.31	0	3171.853	0	3290.423	0	1787.119	0
ILMN_1760049	89.25036	0	491.4975	0	252.3411	0	256.7261	0	264.2318	0	258.5099	0
ILMN_2289844	57.60395	0.5685752	64.77053	0.6251673	94.20816	0	80.00452	0.01869159	100.8516	0	72.46253	0.1345895
ILMN_1663367	59.62933	0.4567244	75.64423	0.1767068	65.08644	0.4538153	60.1937	0.6662216	80.29556	0.02272727	63.68284	0.4858681
ILMN_2289840	70.03731	0.06391478	73.70217	0.2195448	63.28979	0.5649264	69.26783	0.200267	80.60307	0.02139037	76.55984	0.04172274
ILMN_1801395	57.19485	0.5858855	67.36661	0.4926372	59.24777	0.7777778	64.8706	0.3978638	75.228	0.06283423	62.05022	0.5773889
ILMN_2231298	66.45325	0.1225033	71.43604	0.3199464	73.73251	0.124498	75.56216	0.05206943	73.96312	0.09090909	67.60124	0.2960969
ILMN_2231299	50.97124	0.8934754	62.3134	0.7429719	75.98454	0.08032128	66.6327	0.3110814	60.67575	0.6764706	72.23238	0.1399731
ILMN_1741613	86.22971	0	262.9304	0	138.1831	0	150.9312	0	145.5219	0	106.5387	0
ILMN_2111932	68.86114	0.07856192	102.8226	0	86.85951	0	67.0379	0.293725	97.18607	0	65.71403	0.3781965
ILMN_1665065	72.13285	0.0346205	130.8504	0	77.21327	0.06559572	75.44875	0.05206943	88.87479	0	94.0162	0
ILMN_1713752	62.61942	0.2716378	61.20837	0.7884873	67.07789	0.3467202	68.48814	0.2389853	71.85147	0.1483957	64.57938	0.4347241
ILMN_1815656	186.9543	0	1307.279	0	781.1588	0	592.3027	0	828.3825	0	481.7895	0
ILMN_1704512	51.13495	0.885486	67.39345	0.4926372	64.59299	0.4859438	55.65171	0.8624833	58.16166	0.8061497	60.62081	0.6581427
ILMN_1789464	65.43188	0.1491345	79.05406	0.1057564	75.62971	0.08701473	75.87931	0.05073431	84.36197	0.00802139	58.94671	0.7671602
ILMN_1706817	80.34429	0	200.131	0	105.5799	0	127.7178	0	113.5979	0	94.69097	0
ILMN_2338452	100.8444	0	332.3024	0	1101.322	0	165.8867	0	214.7396	0	106.9725	0
ILMN_2256050	61.41103	0.334221	69.685	0.3935743	59.97781	0.7349398	65.1321	0.3858478	55.30009	0.9090909	54.85015	0.9084792
ILMN_2404154	111.5228	0	258.3502	0	1013.332	0	124.7339	0	169.2729	0	86.22284	0
ILMN_1764980	63.89485	0.207723	67.81002	0.4779117	56.68827	0.8768407	62.79961	0.5126836	68.89773	0.2593583	64.04314	0.4589502
ILMN_1793628	56.59929	0.6311585	72.52832	0.2663989	60.55735	0.712182	61.54865	0.5754339	66.7937	0.3435829	69.32042	0.230148
ILMN_2316955	65.32823	0.1531292	84.13125	0.03480589	78.93166	0.04417671	77.68542	0.03604807	68.33706	0.2874331	59.14844	0.7510094
ILMN_1791095	60.44796	0.3994674	69.66553	0.3935743	65.93292	0.4002678	60.62556	0.6461949	67.72939	0.302139	57.2621	0.8317631
ILMN_1670669	62.75425	0.2636485	110.0524	0	69.82687	0.2342704	63.23534	0.4953271	137.2961	0	53.12925	0.9502019
ILMN_1743046	60.14791	0.4154461	65.08897	0.6104417	68.67371	0.2851406	66.95917	0.2977303	58.52719	0.7780749	61.00772	0.6285329
ILMN_1810166	56.55385	0.6311585	80.99144	0.06961178	64.53636	0.4926372	61.06964	0.6128171	69.4179	0.2419786	59.17487	0.7496635
ILMN_1788874	95.26685	0	387.4496	0	162.7996	0	76.63808	0.04539386	153.1465	0	78.80418	0.02288022
ILMN_1759631	65.09411	0.1664447	74.38821	0.2074967	65.27358	0.4511379	57.48283	0.8024032	63.49451	0.5254011	60.97823	0.6285329
ILMN_1759910	55.58556	0.6817576	107.7117	0	71.69237	0.1793842	63.75666	0.459279	70.81833	0.1858289	68.78997	0.2462988
ILMN_2215418	55.82369	0.6697736	58.11624	0.8848729	60.79783	0.6987952	53.83712	0.9158878	60.94444	0.6644385	61.55441	0.6002692
ILMN_1705243	66.79655	0.114514	74.3362	0.2088353	65.87148	0.4042838	70.40077	0.1708945	70.38567	0.1991979	56.07577	0.8788695
ILMN_1683933	59.85499	0.4380825	76.6572	0.1512718	63.06959	0.5809906	73.6041	0.08010681	61.96836	0.6002674	69.03991	0.243607
ILMN_2377385	63.62035	0.2250333	61.89817	0.7643909	58.87366	0.7951807	62.36649	0.5340454	65.47635	0.4144385	61.37645	0.6137281
ILMN_1679133	135.9514	0	957.6997	0	403.7437	0	401.3436	0	343.327	0	85.82732	0
ILMN_2147424	54.01131	0.7669774	60.45238	0.8179384	60.50636	0.7148594	69.17278	0.2056075	57.50764	0.8355615	57.59628	0.820996
ILMN_1694917	80.00288	0	68.9416	0.4257028	76.27597	0.07630522	76.69411	0.04539386	75.93012	0.05347594	77.37862	0.0282638
ILMN_2234517	59.31718	0.4713715	52.11562	0.9812584	59.23769	0.7777778	61.85563	0.5580775	58.98544	0.7540107	58.72056	0.7833109
ILMN_1769759	114.1406	0	86.42116	0.01874163	52.84877	0.9611781	48.09813	0.9959947	50.82077	0.9852941	61.49696	0.6069987
ILMN_2150851	88.5225	0	92.32195	0	87.86671	0	75.08183	0.05473965	89.98367	0	74.65607	0.07671601
ILMN_2150856	72.13013	0.0346205	58.1061	0.8848729	72.18108	0.1659973	56.85205	0.8251001	67.46129	0.3101604	59.60926	0.7213997
ILMN_1703855	151.1935	0	105.559	0	82.62149	0.0227577	58.95074	0.7463284	80.47105	0.02272727	69.69646	0.2139973
ILMN_2120222	54.75731	0.7363515	55.54834	0.9277108	58.75751	0.7965194	63.67669	0.4659546	66.96463	0.3315508	58.95078	0.7658142
ILMN_1782716	133.392	0	108.4251	0	76.21203	0.07630522	55.05409	0.8731642	74.99824	0.06684492	61.75908	0.5881561
ILMN_1793888	117.976	0	198.6761	0	111.8629	0	62.19442	0.5420561	134.7619	0	69.05952	0.2422611
ILMN_1712400	942.023	0	3587.589	0	2876.898	0	1896.351	0	1338.164	0	479.0981	0
ILMN_2395139	44.04179	0.9960053	63.36732	0.6921017	61.59754	0.6559572	58.72256	0.7516689	48.48468	0.9946524	59.26073	0.742934
ILMN_1767685	70.74342	0.05459388	107.7075	0	81.81513	0.0227577	79.75832	0.01869159	76.23611	0.04946524	70.48098	0.1870794
ILMN_2397028	65.89254	0.1358189	358.1934	0	102.4926	0	132.3002	0	114.4486	0	76.31025	0.04710633
ILMN_1718960	80.56901	0	339.3618	0	125.999	0	137.2276	0	116.2275	0	92.76506	0
ILMN_1742052	58.40331	0.5099867	119.2436	0	60.08847	0.7309237	141.7773	0	87.94872	0	67.0472	0.3176312
ILMN_2184250	59.52368	0.460719	65.87427	0.5729585	69.15029	0.2610442	61.65086	0.5727637	79.74905	0.02673797	64.12196	0.4549125
ILMN_1762605	68.89174	0.07856192	73.71107	0.2195448	75.54103	0.08835341	67.33833	0.2857143	87.87064	0	75.63477	0.05921938
ILMN_1707975	59.85226	0.4380825	72.38943	0.2757697	74.9026	0.09906292	62.04059	0.5500668	64.86012	0.4491979	66.07514	0.3647375
ILMN_1744381	78.5923	0	307.9084	0	142.6861	0	103.0846	0	148.8896	0	76.99837	0.03095558
ILMN_1655595	268.8511	0	5867.078	0	1149.142	0	790.4166	0	2659.751	0	159.7275	0
ILMN_2141482	256.9359	0	948.9293	0	592.436	0	161.7413	0	419.2544	0	116.9713	0
ILMN_1740005	94.32204	0	266.4543	0	154.4539	0	88.59212	0	99.96137	0	74.23938	0.08479138
ILMN_1670305	243.9686	0	2321.875	0	2946.639	0	363.0497	0	1200.959	0	272.5723	0
ILMN_1711272	68.87997	0.07856192	92.51295	0	82.6062	0.0227577	83.9945	0.001335114	75.06319	0.06684492	82.32632	0.01076716
ILMN_1751028	441.5824	0	1278.97	0	1533.082	0	310.882	0	754.4106	0	400.3753	0
ILMN_2207988	62.26344	0.2902796	71.98116	0.291834	58.64449	0.7978581	64.97948	0.3911883	64.26917	0.4839572	63.90125	0.4737551
ILMN_1814333	72.57605	0.03062583	114.6835	0	96.03244	0	87.32272	0	93.18396	0	79.14063	0.02288022
ILMN_1726225	54.50608	0.747004	63.00357	0.7148594	67.38552	0.330656	60.13462	0.6742323	82.81643	0.01203209	54.62751	0.9165545
ILMN_1794017	309.166	0	555.4184	0	858.5909	0	311.6047	0	414.2101	0	230.4366	0
ILMN_1651347	267.7258	0	3250.695	0	665.6094	0	1393.431	0	874.5912	0	1485.396	0
ILMN_1801934	101.0647	0	294.411	0	285.3166	0	204.0221	0	180.898	0	116.7173	0
ILMN_1804502	55.60543	0.6817576	70.51254	0.3587684	68.6494	0.2851406	61.09678	0.6101469	72.44992	0.1229947	62.3565	0.5572006
ILMN_1813955	63.76496	0.2183755	79.18147	0.1017403	75.9119	0.08165997	69.69754	0.188251	82.21114	0.01470588	57.42684	0.8277254
ILMN_1730794	83.09478	0	206.2498	0	136.7022	0	74.03754	0.07209613	138.9733	0	88.7466	0
ILMN_1800626	115.3587	0	4204.006	0	315.0694	0	356.8126	0	305.4966	0	110.0307	0
ILMN_1751598	61.08142	0.3528628	78.29857	0.1178045	105.7225	0	77.67257	0.03604807	79.05121	0.02807487	72.57706	0.12786
ILMN_1694027	69.93339	0.06391478	303.6849	0	63.25531	0.5689424	72.98129	0.09479306	85.41437	0.004010695	69.83355	0.2113055
ILMN_1724495	70.72619	0.05459388	176.8285	0	120.5807	0	87.95625	0	139.3039	0	71.51382	0.1641992
ILMN_1742238	152.8414	0	898.1506	0	262.2577	0	470.9828	0	292.7397	0	403.8947	0
ILMN_1720916	60.30446	0.4087883	83.17608	0.04685408	76.03288	0.08032128	73.31055	0.08411215	77.95699	0.03342246	71.85764	0.1547779
ILMN_1720513	212.9081	0	430.6332	0	346.7369	0	192.1055	0	197.8011	0	456.3789	0
ILMN_1714327	233.3255	0	632.9311	0	529.4387	0	461.2314	0	449.0589	0	678.0895	0
ILMN_1679577	74.03369	0.01997337	113.4129	0	81.73263	0.02409638	83.84649	0.001335114	84.04063	0.009358289	79.38282	0.02288022
ILMN_1756328	57.68345	0.5645806	74.8671	0.2008032	75.45757	0.09236947	63.41918	0.4806409	68.46325	0.2807487	64.41792	0.4441454
ILMN_1724504	425.5069	0	2299.787	0	967.6917	0	1266.513	0	1138.144	0	915.2875	0
ILMN_1737376	62.04668	0.2996005	67.1067	0.4993307	81.86744	0.0227577	65.58423	0.3658211	74.28934	0.0842246	68.17991	0.269179
ILMN_1751075	74.96162	0.01198402	185.4307	0	105.7763	0	112.1868	0	125.8995	0	112.2137	0
ILMN_1724009	51.76439	0.8655127	55.53646	0.9277108	51.41505	0.978581	64.76131	0.4072096	50.03035	0.9906417	61.21789	0.6231494
ILMN_1651936	122.127	0	272.0312	0	234.2928	0	321.4623	0	275.9378	0	269.3394	0
ILMN_1718207	203.5795	0	709.7483	0	695.2235	0	494.0953	0	496.9431	0	609.2361	0
